CFOP;DESCRIÇÃO RESUMIDA [original];DESCRIÇÃO DETALHADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.658;1.658 - Transferência de combustíveis e lubrificantes para industrialização.;Classificam-se neste código as entradas de combustíveis e lubrificantes recebidas em transferência de outro estabelecimento da mesma empresa para serem utilizados em processo de industrialização do próprio produto.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.659;1.659 - Transferência de combustíveis e lubrificantes para comercialização.;Classificam-se neste código as entradas de combustíveis e lubrificantes recebidas em transferência de outro estabelecimento da mesma empresa para serem comercializados.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.660;1.660 - Devolução de venda de combustíveis ou lubrificantes destinado à industrialização subsequente;Classificam-se neste código as devoluções de vendas de combustíveis ou lubrificantes, cujas saídas tenham sido classificadas como “Venda de combustíveis ou lubrificantes destinado à industrialização subsequente”. Também se classifica neste código o retorno de mercadoria não entregue ao destinatário.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.661;1.661 - Devolução de venda de combustíveis ou lubrificantes destinado à comercialização.;Classificam-se neste código as devoluções de vendas de combustíveis ou lubrificantes, cujas saídas tenham sido classificadas como “Venda de combustíveis ou lubrificantes para comercialização”. Também se classifica neste código o retorno de mercadoria não entregue ao destinatário.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.662;1.662 - Devolução de venda de combustíveis ou lubrificantes destinado a consumidor ou usuário final.;Classificam-se neste código as devoluções de vendas de combustíveis ou lubrificantes, cujas saídas tenham sido classificadas como “Venda de combustíveis ou lubrificantes por consumidor ou usuário final”. Também se classifica neste código o retorno de mercadoria não entregue ao destinatário.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.663;1.663 - Entrada de combustíveis ou lubrificantes para armazenagem.;Classificam-se neste código as entradas de combustíveis ou lubrificantes para armazenagem.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.664;1.664 - Retorno de combustíveis ou lubrificantes remetido para armazenagem.;Classificam-se neste código as entradas, ainda que simbólicas, por retorno de combustíveis ou lubrificantes, remetidos para armazenagem.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.900;1.900 - OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.901;1.901 - Entrada física para industrialização por encomenda.;Classificam-se neste código as entradas físicas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.902;1.902 - Retorno de mercadoria remetida para industrialização por encomenda.;Classificam-se neste código o retorno dos insumos remetidos para industrialização por encomenda, incorporados ao produto final pelo estabelecimento industrializador.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.903;1.903 - Entrada de mercadoria remetida para industrialização e não aplicada no referido processo.;Classificam-se neste código as entradas em devolução de insumos remetidos para industrialização e não aplicados no referido processo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.904;1.904 - Retorno de remessa para venda fora do estabelecimento, ou qualquer entrada e retorno de remessa efetuada pelo MEI com exceção dos classificados nos códigos 1.202, 1.503, 1.504, 1.505 e 1.506.;Classificam-se neste código as entradas em retorno de mercadorias remetidas para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializadas. Também serão classificadas neste código quaisquer entradas e retornos de remessa efetuadas pelo MEI com exceção dos classificados nos códigos “1.202 - Devolução de venda de mercadoria adquirida ou recebida de terceiros, ou qualquer devolução de mercadoria efetuada pelo MEI com exceção das classificadas nos códigos 1.503, 1.504, 1.505 e 1.506”,“1.503 - Entrada decorrente de devolução de produto remetido com fim específico de exportação, de produção do estabelecimento”, “1.504 - Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros”, “1.505 - Entrada decorrente de devolução de mercadorias remetidas para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento” e “1.506 - Entrada decorrente de devolução de mercadorias, adquiridas ou recebidas de terceiros, remetidas para formação de lote de exportação”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.905;1.905 - Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral ou outro estabelecimento da mesma empresa.;Classificam-se neste código as entradas de mercadorias recebidas para depósito em depósito fechado ou armazém geral ou outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.906;1.906 - Retorno de mercadoria remetida para depósito fechado ou armazém geral ou outro estabelecimento da mesma empresa.;Classificam-se neste código as entradas em retorno de mercadorias remetidas para depósito em depósito fechado ou armazém geral ou outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.907;1.907 - Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral ou outro estabelecimento da mesma empresa.;Classificam-se neste código as entradas em retorno simbólico de mercadorias remetidas para depósito em depósito fechado, armazém geral, ou outro estabelecimento da mesma empresa, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não tenham retornado ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.908;1.908 - Entrada de bem por conta de contrato de comodato ou locação.;Classificam-se neste código as entradas de bens recebidos em cumprimento de contrato de comodato ou locação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.909;1.909 - Retorno de bem remetido por conta de contrato de comodato ou locação.;Classificam-se neste código as entradas de bens recebidos em devolução após cumprido o contrato de comodato ou locação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.910;1.910 - Entrada de doação ou brinde;Classificam-se neste código as entradas de mercadorias recebidas a título de doação ou brinde.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.911;1.911 - Entrada de amostra grátis.;Classificam-se neste código as entradas de mercadorias recebidas a título de amostra grátis.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.912;1.912 - Entrada de mercadoria ou bem recebido para demonstração ou mostruário.;Classificam-se neste código as entradas de mercadorias ou bens recebidos para demonstração ou mostruário.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.913;1.913 - Retorno de mercadoria ou bem remetido para demonstração, mostruário ou treinamento.;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para demonstração, mostruário ou treinamento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.914;1.914 - Retorno de mercadoria ou bem remetido para exposição ou feira.;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para exposição ou feira.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.915;1.915 - Entrada de mercadoria ou bem recebido para conserto ou reparo.;Classificam-se neste código as entradas de mercadorias ou bens recebidos para conserto ou reparo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.916;1.916 - Retorno de mercadoria ou bem remetido para conserto ou reparo.;Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.917;1.917 - Entrada de mercadoria recebida em consignação mercantil ou industrial.;Classificam-se neste código as entradas de mercadorias recebidas a título de consignação mercantil ou industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.918;1.918 - Devolução de mercadoria remetida em consignação mercantil ou industrial.;Classificam-se neste código as entradas por devolução de mercadorias remetidas anteriormente a título de consignação mercantil ou industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.919;1.919 - Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial.;Classificam-se neste código as entradas por devolução simbólica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a título de consignação mercantil ou industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.920;1.920 - Entrada de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados.;Classificam-se neste código as entradas de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.921;1.921 - Retorno de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados.;Classificam-se neste código as entradas em retorno de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.922;1.922 - Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro.;Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de compra para recebimento futuro.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.923;1.923 - Entrada de mercadoria recebida do vendedor remetente, em venda à ordem.;Classificam-se neste código as entradas de mercadorias recebidas do vendedor remetente, em vendas à ordem, cuja compra do adquirente originário, foi classificada nos códigos “1.120 - Compra para industrialização, em venda à ordem, já recebida do vendedor remetente” ou “1.121 - Compra para comercialização, em venda à ordem, já recebida do vendedor remetente”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.924;1.924 - Entrada para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente.;Classificam-se neste código as entradas de insumos recebidos para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.925;1.925 - Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente.;Classificam-se neste código o retorno dos insumos remetidos por conta e ordem do adquirente, para industrialização e incorporados ao produto final pelo estabelecimento industrializador, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.926;1.926 - Lançamento efetuado a título de reclassificação de mercadoria decorrente de formação de kit ou de sua desagregação.;Classificam-se neste código os registros efetuados a título de reclassificação decorrente de formação de kit de mercadorias ou de sua desagregação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.927;1.927 - Lançamento efetuado a título de ajuste de estoque.;Classificam-se neste código os registros efetuados a título de ajuste de estoque.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.930;1.930 - Entrada de veículo automotor recebida nos termos do Convênio ICMS 51/00.;Classificam-se neste código as operações de entrada na concessionária de veículos automotores novos em que ocorra faturamento direto ao consumidor pela montadora ou pelo importador, nos moldes do Convênio ICMS 51/00, de 15 de setembro de 2000.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.933;1.933 - Aquisição de serviço sujeito ao ISSQN.;Classificam-se neste código as aquisições de serviço que estão fora do campo de incidência do ICMS, mas que fazem parte do valor total de documentos fiscais.;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.934;1.934 - Entrada simbólica de mercadoria recebida para depósito em depósito fechado ou armazém geral.;"Classificam-se neste código as entradas simbólicas de mercadorias recebidas para depósito em depósito fechado ou armazém geral, cuja remessa tenha sido classificada pelo remetente no código ""5.934 - Remessa simbólica de mercadoria depositada em armazém geral ou depósito fechado”.";;;;;;;;;;;;;;;;;;;;;;;;;;;
